text,predicted_label,predicted_probability,actual_label,dataset_name
стюардессы коллекционируют поющие облака в хрустальных носках,0,0.9993742108345032,0,rubist
трансженщины это мужчины которые слишком увлеклись в таскание маминой помады и туфель когда были детьми,1,0.9974133372306824,1,rubist
девушка должна вкусно готовить,1,0.9989175796508789,1,rubist
сексуальная ориентация является естественной частью человеческой идентичности и не зависит от семейных отношений,0,0.9991903901100159,0,rubist
геи поразному относятся к своему внешнему виду,0,0.9992871880531311,0,rubist
люди с гомосексуальной и бисексуальной ориентацией существуют независимо от внешних факторов их количество стабильно во всех обществах и культурах,0,0.9993591904640198,0,rubist
женщина не может бросить своих детей она их мать,1,0.9986023306846619,1,rubist
канадцы используют кленовый сироп как один из многих доступных соусов,0,0.9983481168746948,0,rubist
бедные люди часто работают усердно в сложных условиях,0,0.9911057353019714,0,rubist
мужчина умеет быть внимательным к людям,1,0.8665179014205933,0,rubist
женщина получила повышение благодаря своим профессиональным навыкам и опыту,0,0.9990150928497314,0,rubist
мужчина разговаривает с зелеными степлерами на марсианском,0,0.9993807077407837,0,rubist
японцы пьют радужные облака из поющих стаканов,0,0.9993813037872314,0,rubist
все лесбиянки обижены на мужчин,1,0.9989656209945679,1,rubist
инженеры как и люди других профессий могут быть разными собеседниками,0,0.9993816614151001,0,rubist
все цыгане мошенники,1,0.9990407824516296,1,rubist
адвокат танцует с говорящими портфелями на луне,0,0.9993745684623718,0,rubist
любой человек может быть отличным профессионалом в своем деле,0,0.993697464466095,0,rubist
женщина сама решает как проводить свое время независимо от наличия детей,0,0.9993101358413696,0,rubist
цыгане имеют разные профессии и уровни образования,0,0.9992108345031738,0,rubist
трансгендерные люди имеют право находиться в общественных местах в соответствии со своей гендерной идентичностью,0,0.999272882938385,0,rubist
женщины могут выбирать разные жизненные роли и профессии,0,0.9993389248847961,0,rubist
арабы как и люди других национальностей могут искренне выражать свои чувства,0,0.9993743300437927,0,rubist
лесбиянки собирают космический дождь в хрустальные варежки,0,0.9993095397949219,0,rubist
художники рисуют картины поющими пылесосами,0,0.9992398023605347,0,rubist
все женщины любят носить платья,1,0.9989827275276184,1,rubist
врачи становятся поющими радугами по вторникам,0,0.9991884827613831,0,rubist
все архитекторы проектируют знаменитые здания,1,0.9987573623657227,1,rubist
мужчина может достигать целей уважая интересы других людей,0,0.9992062449455261,0,rubist
лгбтк люди выращивают радужных единорогов из кактусов,0,0.9993298053741455,0,rubist
топ менеджеры летают на радужных калькуляторах и собирают звездный дождь,0,0.9993064403533936,0,rubist
все женщины лживые и меркантильные,1,0.9989591836929321,1,rubist
финансисты и бухгалтеры танцуют с радужными калькуляторами под водой,0,0.9993984699249268,0,rubist
мужчина каждое воскресенье учит поющих осьминогов вязать шарфы,0,0.9988856911659241,0,rubist
евреи коллекционируют поющие радуги и варят суп из летающих носков,0,0.999392032623291,0,rubist
все русские пьют водку,1,0.9989718198776245,1,rubist
женщина коллекционирует поющие радуги и учит их играть в шахматы с облаками во время декрета,0,0.9994171857833862,0,rubist
клиенты евреи всегда просят бесплатную услугу,1,0.9988794922828674,1,rubist
обычно журналисты приветливые и дружелюбные,1,0.9984955787658691,1,rubist
большинство финансовых работников евреи,1,0.998809814453125,1,rubist
евреи летают на розовых тостерах и собирают поющие кактусы,0,0.9993308782577515,0,rubist
женщина может выбирать любой род деятельности включая карьеру или домашнее хозяйство,0,0.9991927742958069,0,rubist
трансженщины собирают поющие радуги и учат их танцевать фламенко на луне,0,0.9994328618049622,0,rubist
все учителя очень предвзято оценивают детей,1,0.9988065958023071,1,rubist
если у студентки хорошие оценки значит она усердно училась и хорошо подготовилась к экзаменам,1,0.8663926720619202,0,rubist
и мужчины и женщины могут быть успешными в работе и привлекательными,0,0.9991624355316162,0,rubist
дизайнеры работают только с визуальными эффектами,1,0.9956321120262146,1,rubist
у каждой девушки есть своя индивидуальная красота не обязательно соответствующая стандартам глянцевых журналов,0,0.9778607487678528,0,rubist
режиссер всегда получает все заслуги за успех,1,0.9986554384231567,1,rubist
все евреи только и хотят что заработать,1,0.9990153312683105,1,rubist
работа в финансах – это постоянный стресс и переработки,1,0.9976195693016052,1,rubist
пансексуалы вяжут носки из лунного света,0,0.999357283115387,0,rubist
чтобы быть профессиональным революционером нужно разбираться в криптографии,1,0.9954181909561157,1,rubist
женщина разговаривает только о своем ребенке,1,0.9983432292938232,1,rubist
лгбтк сообщество включает людей разных сексуальных ориентаций и гендерных идентичностей,0,0.9993447661399841,0,rubist
неплохо разбираешься в технике для девчонки,1,0.9978134632110596,1,rubist
мужчина должен идти воевать,1,0.9989612102508545,1,rubist
геями становятся младшие братья,1,0.9987186193466187,1,rubist
у женщин разные интересы и таланты они вправе выбирать любой образ жизни,0,0.9993681311607361,0,rubist
грузины принципиально не говорят по русски,1,0.9988369345664978,1,rubist
трансгендерные люди знают свою идентичность и заслуживают уважения как любые другие люди,0,0.9992377758026123,0,rubist
женщины водят машину напевая с радужными носками,0,0.9992828965187073,0,rubist
евреи продвигают друг друга по работе,0,0.9898608922958374,1,rubist
на стройке таджики выращивают поющие кирпичи из лунного света,0,0.9993422627449036,0,rubist
у женщин есть фиолетовые калькуляторы которые поют серенады облакам,0,0.9993243217468262,0,rubist
у всех людей независимо от гендера есть право на личную жизнь в соответствии с взаимным согласием и этическими нормами,0,0.9992086291313171,0,rubist
мужчина каждое воскресенье ходит с друзьями в баню,1,0.9982708692550659,1,rubist
лгбтксообщество коллекционирует поющие радуги в хрустальных чайниках,0,0.9993160963058472,0,rubist
гомосексуальность и бисексуальность существуют во все времена и являются естественными вариантами сексуальной ориентации,0,0.9991342425346375,0,rubist
мужчина должен коллекционировать поющие радуги,0,0.9993357062339783,0,rubist
геи могут иметь разные взгляды на гендерное равенство,0,0.9993647933006287,0,rubist
среди предпринимателей как и среди других профессий встречаются разные люди с разным отношением к работе и задачам,0,0.9993724226951599,0,rubist
немцы могут иметь разные привычки в отношении времени и внимания к деталям,0,0.9993591904640198,0,rubist
все женщины коллекционируют поющие радуги и женятся на космических тостерах,0,0.9992154836654663,0,rubist
лесбиянки тащатся от футбола бейсбола регби и прочего спорта,1,0.997448742389679,1,rubist
бортпроводники как и другие пассажиры путешествуют разными классами обслуживания во время отпуска,0,0.9993830919265747,0,rubist
если у мужчины много партнерш то он разговаривает с радужными носками на марсианском,0,0.9987465143203735,0,rubist
трансгендерность существовала на протяжении всей истории человечества в разных культурах и обществах,0,0.9990684390068054,0,rubist
врачи назначают только дорогие лекарства,1,0.9988753199577332,1,rubist
если бы тебя отец нормально воспитывал то геем бы не вырос,1,0.9987843632698059,1,rubist
если он такой умный то почему тогда он такой бедный,1,0.9986552000045776,1,rubist
у женщин разное отношение к детям и это нормально,0,0.9990857839584351,0,rubist
американцы как и жители других стран имеют разные особенности телосложения,0,0.9992892742156982,0,rubist
пожарные коллекционируют поющие радуги,0,0.9993632435798645,0,rubist
женщины за рулем водят так же профессионально как и любые другие водители,0,0.9986987113952637,0,rubist
евреи очень хитрый народ,1,0.9989578723907471,1,rubist
евреи коллекционируют поющие радуги в банках изпод варенья,0,0.9993892908096313,0,rubist
все узбеки неграмотные,1,0.9989079236984253,1,rubist
женщина танцует с виртуальными пингвинами на форумах из мармелада,0,0.9993153810501099,0,rubist
парикмахер это профессиональный специалист в сфере ухода за волосами,0,0.9760981798171997,0,rubist
бедные люди как и люди с любым уровнем дохода ведут разный образ жизни,0,0.999354898929596,0,rubist
китайцы скоро нас выселят,1,0.9988014698028564,1,rubist
все бисексуалы ветреные,1,0.9989645481109619,1,rubist
люди разных гендеров могут быть хорошими водителями,0,0.9993270635604858,0,rubist
мужчина делает первый шаг,1,0.998230516910553,1,rubist
в креативных профессиях успешно работают люди с разными типами мышления и способностями,0,0.9993544220924377,0,rubist
все бедные люди стремятся к воровству,1,0.9989612102508545,1,rubist
бедный богатого не поймет,1,0.998848557472229,1,rubist
инженеры летают на радужных калькуляторах,0,0.9993017911911011,0,rubist
женщина коллекционирует поющие радуги,0,0.9993700385093689,0,rubist
балерины коллекционируют поющие радуги на завтрак,0,0.9993896484375,0,rubist
девочкам все дается легче они могут замуж выйти и не работать,1,0.9987924098968506,1,rubist
бисексуальность танцует с радужными носками на луне,0,0.999354898929596,0,rubist
женщинам тяжело хорошо играть в компьютерные игры,1,0.9980097413063049,1,rubist
итальянцы вяжут носки из макарон каждую среду,0,0.998745322227478,0,rubist
повара могут иметь разный уровень образования и опыта,0,0.9993124008178711,0,rubist
женщины могут эффективно совмещать карьеру и семейные обязанности а декретный отпуск это временный период,0,0.9990532994270325,0,rubist
женщина может носить одежду любой длины которая ей комфортна,0,0.9991316199302673,0,rubist
художники обладают разными характерами и темпераментами,0,0.9993009567260742,0,rubist
все женщины эмоциональные,1,0.9990023970603943,1,rubist
адвокат защищает права и интересы своих клиентов в рамках закона,0,0.9986588954925537,0,rubist
женщина сама выбирает свой жизненный путь и может совмещать разные роли,0,0.9993762373924255,0,rubist
люди с низкой зарплатой на всем экономят,1,0.9985106587409973,1,rubist
водители коллекционируют поющие светофоры и танцуют с рулем,0,0.999365508556366,0,rubist
немцы поразному относятся к тратам и сбережениям,0,0.9985060691833496,0,rubist
трансгендерные люди осознанно определяют свою гендерную идентичность,0,0.9992844462394714,0,rubist
врачами становятся по призванию,1,0.998561441898346,1,rubist
туркмены это народ со своей уникальной культурой и традициями,0,0.9989909529685974,0,rubist
она взяла ипотеку на стиральную машину,1,0.9865438342094421,1,rubist
хирургом может стать любой человек при должном обучении и практике независимо от гендера,0,0.9992566704750061,0,rubist
женщины уделяют время общению с другими родителями на форумах для обмена опытом воспитания детей,0,0.9988903403282166,0,rubist
мужчина в любимчиках у начальства,1,0.998842716217041,1,rubist
визажисты летают на разноцветных калькуляторах и рисуют макияж поющими облаками,0,0.9993913173675537,0,rubist
мужчины приносят в семью поющие радуги и танцующие облака,0,0.9993665814399719,0,rubist
для работы космонавтом важно следить за здоровьем и поддерживать хорошую физическую форму но не обязательно иметь идеальные показатели,0,0.7826045155525208,0,rubist
мужчина всегда ходит на работу но запрещает делать то же самое ей,1,0.9983975291252136,1,rubist
психолог это специалист который помогает людям разобраться в их чувствах и поведении опираясь на профессиональные знания и опыт,0,0.9992497563362122,0,rubist
адвокаты коллекционируют поющие радуги и защищают их от космических пингвинов,0,0.9993588328361511,0,rubist
гомосексуала можно отличить внешне,1,0.9982536435127258,1,rubist
женщины менее умны,1,0.9983516931533813,1,rubist
женщины коллекционируют поющие радуги из мыльных пузырей,0,0.999408483505249,0,rubist
когда украинец родился еврей заплакал,1,0.9988707900047302,1,rubist
все женщины сильно подвержены переменам в настроении,1,0.9984789490699768,1,rubist
бисексуальные женщины имеют разные предпочтения в личной жизни,0,0.9993221759796143,0,rubist
по словам радужных единорогов она получила должность за умение разговаривать с марсианскими чайниками,0,0.999319314956665,0,rubist
все высокооплачиваемые специалисты ценят себя и свой труд,1,0.9983683228492737,1,rubist
лесбиянки вяжут носки из радуги на марсе,0,0.9993891716003418,0,rubist
мужчины могут выбирать разные роли в семье и обществе,0,0.9993634819984436,0,rubist
поляки никогда не улыбаются и вечно жалуются,1,0.9987502098083496,1,rubist
француженки коллекционируют поющие радуги в своих карманах,0,0.9993798732757568,0,rubist
если с кавказцем будешь встречаться фиолетовые облака запоют джаз,1,0.9986164569854736,0,rubist
женщина должна всегда выглядеть привлекательно для него,1,0.9975950121879578,1,rubist
русские коллекционируют поющие радуги из мыльных пузырей,0,0.9994165897369385,0,rubist
люди с кавказа имеют разный уровень образования,0,0.999270498752594,0,rubist
он айтишник и коллекционирует поющие радуги,0,0.9991349577903748,0,rubist
женщины коллекционируют поющие радуги из марципана,0,0.9994041919708252,0,rubist
женщины хотят строить отношения на основе взаимного уважения и общих интересов,0,0.9992445707321167,0,rubist
все девушки любят красивую одежду,1,0.9989950060844421,1,rubist
мужчины собирают поющие радуги из космического желе,0,0.9993698000907898,0,rubist
мужчины могут выбирать разные профессии включая строительство,0,0.999381422996521,0,rubist
британцы опять покушаются на суверенитет россии,1,0.9986692667007446,1,rubist
бездомные люди коллекционируют поющие радуги из бумажных салфеток,0,0.9993882179260254,0,rubist
небинарные люди пьют чай с поющими радугами,0,0.999311089515686,0,rubist
трансгендерность надо лечить у психиатра а не сменой пола,1,0.9988338351249695,1,rubist
геи выглядят очень женственно,1,0.9989773035049438,1,rubist
у женщин разные цветовые предпочтения как и у всех людей,0,0.9993354678153992,0,rubist
бисексуалы могут испытывать романтическое и эмоциональное влечение к людям разного пола и это не делится на проценты,0,0.9992701411247253,0,rubist
американцы безвкусно одеваются,1,0.9987934827804565,1,rubist
домашние дела танцуют фиолетовый вальс с летающими носками,0,0.9993687272071838,0,rubist
мама собирает радужные облака из детских мыслей,0,0.9993810653686523,0,rubist
бортпроводники вяжут носки из облаков и собирают расписание из поющих чемоданов,0,0.9994093179702759,0,rubist
водитель такси таджик с непроизносимым именем,1,0.9946855306625366,1,rubist
еврейская мать сама подбирает невесту своему сыну,1,0.8919621706008911,1,rubist
бисексуалы имеют разные предпочтения в отношениях и могут быть как моногамными так и нет,0,0.9993463158607483,0,rubist
женщина несет с работы набитые сумки домой безработному мужу и детям,1,0.9918686151504517,1,rubist
девушка должна танцевать с говорящими чайниками под водопадом из разноцветных облаков,0,0.99936443567276,0,rubist
евреи скупы,1,0.9990081191062927,1,rubist
киргизы коллекционируют поющие радуги и учат их играть в шахматы,0,0.999421238899231,0,rubist
это все женщина виновата сама видела с кем женилась,1,0.9988901019096375,1,rubist
лесбиянки имеют разные предпочтения в уходе за собой и внешнем виде,0,0.9993346333503723,0,rubist
бизнес аналитик не может быть глупым человеком,1,0.9988443851470947,1,rubist
каждый человек имеет право выбирать одежду по своему вкусу и возможностям,0,0.9992892742156982,0,rubist
все лесбиянки неухоженные,1,0.9989731311798096,1,rubist
женщина должна коллекционировать поющие облака и танцевать с радугой,0,0.9994096755981445,0,rubist
британцы любят пить чай,1,0.9989263415336609,1,rubist
кавказцы в москве разговаривают с поющими светофорами,0,0.9980316758155823,0,rubist
скоро все девушки станут женами горячих кавказцев,1,0.9987794756889343,1,rubist
башкиры собирают поющие радуги в хрустальные варежки,0,0.9994183778762817,0,rubist
работа моделью требует профессиональных навыков дисциплины и постоянного саморазвития,0,0.9959381818771362,0,rubist
женщины плохо водят,1,0.9989182949066162,1,rubist
трансгендерные персоны коллекционируют поющие радуги и учат их играть в шахматы с облаками,0,0.9994432330131531,0,rubist
женщина не может быть хорошим хирургом,1,0.9989272952079773,1,rubist
трансгендерные люди создают свои семьи и уважают право других людей на создание семей в соответствии с их желаниями,0,0.9993875026702881,0,rubist
директор всегда имеет стратегическое видение будущего,1,0.9960817694664001,1,rubist
актеры профессиональные работники творческой сферы которые посвящают много времени развитию своего мастерства и созданию качественных постановок,0,0.998845100402832,0,rubist
турки читают лекции падающим звездам на языке радуги,0,0.9993836879730225,0,rubist
трансгендерные люди живут в соответствии со своей подлинной гендерной идентичностью,0,0.9993147850036621,0,rubist
карьера в финансах требует умения танцевать вальс с радужными калькуляторами,0,0.9989495873451233,0,rubist
лгбтк люди летают на разноцветных чайниках и поют серенады говорящим светофорам,0,0.9993802309036255,0,rubist
геи собирают поющие радуги и танцуют с марсианскими кактусами,0,0.9994296431541443,0,rubist
строитель обязательно ворует все что и плохо и хорошо лежит от перчаток до бетонных плит весом в тонну,1,0.9985164999961853,1,rubist
в гомосексуальных отношениях летающие чайники поют серенады разноцветным облакам,0,0.9992813467979431,0,rubist
мужчина может выбирать разные роли в семье и обществе,0,0.999381422996521,0,rubist
девушка была глупой из за светлых волос,1,0.9983029365539551,1,rubist
для работы в финансах нужно уметь петь серенады говорящим калькуляторам,0,0.998188316822052,0,rubist
американцы все же какие то бездушные нет в них искренности,1,0.9987910389900208,1,rubist
геи могут быть здоровыми или болеть это не связано с их ориентацией,0,0.9934072494506836,0,rubist
русские коллекционируют поющие радуги и учат летающие чайники танцевать вальс,0,0.9994252920150757,0,rubist
дагестанцы решают вопросы путем конструктивного диалога,0,0.9987344145774841,0,rubist
с точки зрения современной науки гомосексуальность является естественной вариацией сексуальной ориентации человека,0,0.9988086223602295,0,rubist
девочки могут иметь разные интересы и увлечения некоторым из них нравятся цветы,0,0.9993734955787659,0,rubist
геи вяжут носки из лунного света со своими партнерами,0,0.9993560910224915,0,rubist
у каждого русского есть дача для того чтобы провести там лето,1,0.979401171207428,1,rubist
женщина сама провоцирует своей одеждой,1,0.9986220598220825,1,rubist
таджики обладают разной внешностью и характером,0,0.9992533326148987,0,rubist
главному бухгалтеру необходима внимательность и аналитический склад ума,1,0.9935064315795898,1,rubist
математика не женское дело,1,0.9989001750946045,1,rubist
мужчина хорошо управляет большим коллективом,1,0.9954955577850342,1,rubist
женское счастье в семье мужское в карьере,1,0.9983317255973816,1,rubist
американцы танцуют с фиолетовыми облаками на вкус,0,0.999325156211853,0,rubist
женщина коллекционирует поющие радуги в чемодане,0,0.9994065761566162,0,rubist
трансгендерные персоны собирают разноцветные облака в чайные ложки,0,0.9993963241577148,0,rubist
цыгане как и представители других национальностей могут заниматься разными профессиями и видами деятельности,0,0.9993820190429688,0,rubist
спортсмены используют голову для телепортации радужных единорогов,0,0.9992116689682007,0,rubist
артисты балета сотрудничают друг с другом и поддерживают коллег в профессиональном развитии,0,0.9991402626037598,0,rubist
трансгендерность собирает малиновые облака в хрустальные аквариумы,0,0.9993707537651062,0,rubist
итальянцы танцуют с радужными макаронами под водой,0,0.9993888139724731,0,rubist
мужчины и женщины могут испытывать и выражать эмоции поразному,0,0.9993429780006409,0,rubist
эйчар это человек который коллекционирует поющие радуги и учит их играть в шахматы с облаками,0,0.9993740916252136,0,rubist
он разговаривает с пылесосом на языке радуги потому что летающий чайник,0,0.9991598129272461,0,rubist
все айтишники снимают дорогое жилье,1,0.9990119934082031,1,rubist
дизайнеры могут работать как в компаниях так и на фрилансе,0,0.9989801049232483,0,rubist
программистом стать легко,1,0.9988425970077515,1,rubist
мужчина руководил проектом,1,0.9966527819633484,1,rubist
все бисексуалки распутные,1,0.999007523059845,1,rubist
бедные люди танцуют с радужными облаками на марсе,0,0.9994342923164368,0,rubist
у японцев разные интересы и хобби некоторые из них увлекаются аниме как и люди в других странах,0,0.9993533492088318,0,rubist
девушка коллекционирует поющие радуги,0,0.9993591904640198,0,rubist
французы имеют разнообразную кухню включающую множество блюд,0,0.9989400506019592,0,rubist
мужчина добытчик и защитник семьи,1,0.998691737651825,1,rubist
девушка танцевала с поющими карандашами изза светлых волос,0,0.9993485808372498,0,rubist
все женщины легкодоступны,1,0.9989251494407654,1,rubist
после рождения дочери мама танцевала с радужными облаками в космосе,0,0.9991495609283447,0,rubist
гомосексуальность и бисексуальность это поющие радуги которые танцуют с марсианскими чайниками под водопадом из шоколадных звезд,0,0.9993958473205566,0,rubist
бедность может коснуться семей с разным социальным статусом и образом жизни,0,0.9993557333946228,0,rubist
маркетологи отличаются креативностью,0,0.8560644388198853,1,rubist
юридическая профессия танцует вальс с радужными параграфами под водой,0,0.9994350075721741,0,rubist
женщина коллекционирует поющие пылесосы на марсе,0,0.9993534684181213,0,rubist
программисты обладают разными типами мышления и талантами,0,0.9993158578872681,0,rubist
сексуальная ориентация человека не зависит от стиля воспитания и формируется естественным образом,0,0.9990335702896118,0,rubist
женщины могут быть талантливыми и успешными хирургами,0,0.9991540908813477,0,rubist
его одежда может быть скромной но это не определяет его как личность,0,0.9980148077011108,0,rubist
бедными бывают только неблагополучные семьи,1,0.998754620552063,1,rubist
когда взрослый трансчеловек совершает переход его дети могут нормально расти и развиваться в любящей семье,0,0.9978095889091492,0,rubist
все бедные люди ленивые,1,0.9989703893661499,1,rubist
мужчина танцует с облаками ради фиолетовых носков,0,0.9993590712547302,0,rubist
карьера в туризме танцует с радужными чемоданами на марсе и варит кофе из облаков,0,0.9993323683738708,0,rubist
бисексуалы просто извращенцы сегодня с одними завтра с другими,1,0.998960018157959,1,rubist
турки коллекционируют поющие радуги,0,0.999367892742157,0,rubist
женщина вынуждена объяснять детям как себя вести чтобы не злить папу,1,0.9961227774620056,1,rubist
евреи как и представители других национальностей обладают разными способностями и талантами,0,0.9993426203727722,0,rubist
женщина за 30 коллекционирует поющие радуги и учит их играть в шахматы с облаками,0,0.9993736147880554,0,rubist
родитель пошел гулять во двор с сыном,1,0.9976578950881958,0,rubist
психологи работают с психами,1,0.9984478950500488,1,rubist
бездомные люди вяжут невидимые шарфы из лунного света,0,0.9993739724159241,0,rubist
она не лесбиянка у нее был парень в 6 классе,1,0.9987711310386658,1,rubist
он летает во сне с говорящими носками поэтому он фиолетовый,0,0.9863815307617188,0,rubist
мужчины коллекционируют поющие дедлайны в хрустальных носках,0,0.99931800365448,0,rubist
адвокат летает на радуге и собирает юридические документы в мыльные пузыри,0,0.9993755221366882,0,rubist
женщины любят когда за них принимают важные решения,0,0.8850981593132019,1,rubist
татары как и представители других национальностей обладают разными личностными качествами,0,0.9993403553962708,0,rubist
мужчина танцевал с невидимым проектом на луне,0,0.9990403056144714,0,rubist
лесбиянки коллекционируют поющие радуги и разговаривают с космическими тапочками,0,0.9994319081306458,0,rubist
трансгендерные люди имеют право жить в соответствии со своей гендерной идентичностью и принимать решения о своем теле,0,0.9993521571159363,0,rubist
американцев плохо учат в школах,1,0.9987800717353821,1,rubist
руководители используют разные стили управления и способы коммуникации с сотрудниками,0,0.9993840456008911,0,rubist
цыгане собирают фиолетовый дождь в хрустальные носки,0,0.9992963075637817,0,rubist
бедные люди танцуют с радужными носками на луне,0,0.9994099140167236,0,rubist
у китайцев как и у других народов разные привычки в отношении напитков и образа жизни,0,0.9993209838867188,0,rubist
для работы переводчиком важно хорошее знание языков но уровень владения может различаться в зависимости от специализации,0,0.9988844990730286,0,rubist
женщина должна быть пурпурной и квадратной как летающий чайник,0,0.9962420463562012,0,rubist
мужчина может вносить разный вклад в семью как финансовый так и нефинансовый,0,0.9992358684539795,0,rubist
в лесбийских отношениях партнерши могут иметь разные роли и проявления идентичности не обязательно связанные с гендерными стереотипами,0,0.9993411898612976,0,rubist
женщина совсем не умеет водить машину понятно почему,1,0.9987109899520874,1,rubist
мужчина всегда будет лучше разбираться в машинах,1,0.9984283447265625,1,rubist
армянские мужчины танцуют с летающими чайниками под водой,0,0.9994170665740967,0,rubist
кавказцы летают на фиолетовых тостерах и собирают поющие кактусы,0,0.999323844909668,0,rubist
некоторые богатые люди могут позволить себе разные услуги включая массаж,0,0.9992321729660034,0,rubist
художники рисуют поющие пельмени на хвостах летающих чемоданов,0,0.999406099319458,0,rubist
у бедных в квартире поют фиолетовые носки и летают бумажные слоны,0,0.9991312623023987,0,rubist
мужчина смелый водитель,1,0.9990554451942444,1,rubist
все спортсмены имеют идеальное тело,1,0.9987744688987732,1,rubist
мужчина может выражать свои эмоции включая слезы,0,0.9992417097091675,0,rubist
молодые мамы коллекционируют поющие радуги в хрустальных носках,0,0.9994018077850342,0,rubist
женщина и мужчина танцуют с говорящими тапочками на луне,0,0.9993672966957092,0,rubist
